Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4890000,0.4888500,0.030%
LRC,0.3408000,0.3384200,0.700%
ZEC,36.7500000,36.6000000,0.408%
BSV,33.9000000,33.8170000,0.245%
INJ,6.5900000,6.5427000,0.720%
CRV,0.9258000,0.9243000,0.162%
CHZ,0.1213040,0.1201300,0.972%
SAND,0.5872000,0.5835000,0.632%
AXS,7.8400000,7.7920000,0.614%
XTZ,1.0051000,1.0026000,0.249%
EGLD,38.7700000,38.6850000,0.219%
WOO,0.2597800,0.2577000,0.803%
