Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4890000,0.4888700,0.026%
LRC,0.3408000,0.3384500,0.691%
ZEC,36.7500000,36.6000000,0.408%
BSV,39.1700000,33.8190000,14.66%
INJ,6.5870000,6.5449000,0.641%
CRV,0.9258000,0.9235000,0.248%
CHZ,0.1213040,0.1201800,0.930%
SAND,0.5872000,0.5835000,0.632%
AXS,7.8400000,7.7970000,0.549%
XTZ,1.0051000,1.0026000,0.249%
EGLD,38.7700000,38.7080000,0.160%
WOO,0.2597800,0.2580200,0.679%
