Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4894000,0.4886700,0.149%
LRC,0.3414000,0.3384000,0.882%
ZEC,36.7600000,36.6000000,0.436%
BSV,33.9100000,33.8210000,0.262%
INJ,6.5840000,6.5396000,0.676%
CRV,0.9269000,0.9244000,0.270%
CHZ,0.1213040,0.1201300,0.972%
SAND,0.5886000,0.5840000,0.784%
AXS,7.8700000,7.7950000,0.957%
XTZ,1.0062000,1.0044000,0.179%
EGLD,38.8100000,38.7210000,0.229%
WOO,0.2597800,0.2571500,1.017%
