Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4900000,0.4892300,0.157%
LRC,0.3409000,0.3383500,0.750%
ZEC,36.7500000,36.6000000,0.408%
BSV,39.1600000,33.8310000,14.60%
INJ,6.5840000,6.5435000,0.617%
CRV,0.9258000,0.9243000,0.162%
CHZ,0.1213040,0.1201400,0.964%
SAND,0.5873000,0.5832000,0.700%
AXS,7.8700000,7.7910000,1.008%
XTZ,1.0051000,1.0031000,0.199%
EGLD,38.7800000,38.7080000,0.185%
WOO,0.2597800,0.2573700,0.932%
