Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4890000,0.4883100,0.141%
LRC,0.3403000,0.3383400,0.577%
ZEC,36.7500000,36.6000000,0.408%
BSV,33.9000000,33.8120000,0.259%
INJ,6.5940000,6.5483000,0.695%
CRV,0.9265000,0.9245000,0.216%
CHZ,0.1215040,0.1202100,1.070%
SAND,0.5871000,0.5836000,0.597%
AXS,7.8400000,7.7940000,0.588%
XTZ,1.0051000,1.0026000,0.249%
EGLD,38.7500000,38.6970000,0.136%
WOO,0.2596800,0.2582700,0.544%
