Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4893700,0.108%
LRC,0.3415000,0.3390200,0.728%
ZEC,36.7700000,36.6700000,0.272%
BSV,39.1600000,33.8610000,14.51%
INJ,6.5930000,6.5478000,0.687%
CRV,0.9286000,0.9267000,0.204%
CHZ,0.1213040,0.1203700,0.772%
SAND,0.5887000,0.5847000,0.681%
AXS,7.8700000,7.8090000,0.778%
XTZ,1.0062000,1.0049000,0.129%
EGLD,38.8100000,38.7250000,0.219%
WOO,0.2597800,0.2579400,0.710%
