Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4898000,0.4893600,0.089%
LRC,0.3420000,0.3397400,0.663%
ZEC,36.8500000,36.7100000,0.380%
BSV,39.1400000,33.9010000,14.34%
INJ,6.6330000,6.5880000,0.680%
CRV,0.9288000,0.9274000,0.150%
CHZ,0.1214030,0.1204900,0.754%
SAND,0.5883000,0.5848000,0.596%
AXS,7.8400000,7.8130000,0.344%
XTZ,1.0073000,1.0055000,0.178%
EGLD,38.9000000,38.8320000,0.174%
WOO,0.2636600,0.2624200,0.471%
