Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4883600,0.110%
LRC,0.3403000,0.3380700,0.657%
ZEC,36.7600000,36.6000000,0.436%
BSV,39.1700000,33.8040000,14.70%
INJ,6.5670000,6.5224000,0.681%
CRV,0.9278000,0.9260000,0.194%
CHZ,0.1211030,0.1202100,0.740%
SAND,0.5874000,0.5838000,0.614%
AXS,7.8700000,7.7920000,0.996%
XTZ,1.0051000,1.0027000,0.239%
EGLD,38.7300000,38.6780000,0.134%
WOO,0.2589300,0.2571100,0.705%
