Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4890000,0.4880300,0.198%
LRC,0.3403000,0.3382300,0.610%
ZEC,36.7500000,36.5800000,0.463%
BSV,39.1300000,33.8050000,14.60%
INJ,6.5920000,6.5427000,0.750%
CRV,0.9265000,0.9251000,0.151%
CHZ,0.1215040,0.1201200,1.145%
SAND,0.5871000,0.5833000,0.649%
AXS,7.8400000,7.7920000,0.614%
XTZ,1.0051000,1.0030000,0.209%
EGLD,38.7700000,38.7220000,0.123%
WOO,0.2596800,0.2581600,0.587%
