Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4898000,0.4893600,0.089%
LRC,0.3421000,0.3396600,0.715%
ZEC,36.9600000,36.7500000,0.569%
BSV,39.1100000,33.9200000,14.21%
INJ,6.6190000,6.5735000,0.689%
CRV,0.9298000,0.9274000,0.258%
CHZ,0.1216040,0.1205600,0.862%
SAND,0.5889000,0.5850000,0.664%
AXS,7.8500000,7.8120000,0.485%
XTZ,1.0082000,1.0056000,0.258%
EGLD,38.8800000,38.8240000,0.144%
WOO,0.2644200,0.2623800,0.774%
