Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4883400,0.114%
LRC,0.3405000,0.3381500,0.692%
ZEC,36.7500000,36.5900000,0.436%
BSV,33.8900000,33.7920000,0.289%
INJ,6.5670000,6.5250000,0.641%
CRV,0.9273000,0.9254000,0.205%
CHZ,0.1211030,0.1200700,0.856%
SAND,0.5874000,0.5835000,0.666%
AXS,7.8800000,7.7920000,1.123%
XTZ,1.0041000,1.0027000,0.139%
EGLD,38.7100000,38.6590000,0.131%
WOO,0.2589300,0.2567700,0.837%
