Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4894000,0.4887400,0.134%
LRC,0.3408000,0.3382100,0.762%
ZEC,36.7500000,36.5800000,0.463%
BSV,33.8900000,33.8130000,0.227%
INJ,6.5760000,6.5327000,0.660%
CRV,0.9258000,0.9235000,0.248%
CHZ,0.1213040,0.1201300,0.972%
SAND,0.5870000,0.5830000,0.683%
AXS,7.8500000,7.7860000,0.818%
XTZ,1.0052000,1.0041000,0.109%
EGLD,38.7600000,38.6660000,0.242%
WOO,0.2597800,0.2572000,0.998%
