Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4891000,0.4885800,0.106%
LRC,0.3398000,0.3380200,0.525%
ZEC,36.7600000,36.6000000,0.436%
BSV,39.1800000,33.8140000,14.70%
INJ,6.5650000,6.5274000,0.574%
CRV,0.9278000,0.9261000,0.183%
CHZ,0.1211030,0.1201600,0.781%
SAND,0.5874000,0.5837000,0.631%
AXS,7.8700000,7.7910000,1.008%
XTZ,1.0052000,1.0030000,0.219%
EGLD,38.7500000,38.6660000,0.217%
WOO,0.2589300,0.2566800,0.872%
