Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4891200,0.159%
LRC,0.3411000,0.3396100,0.437%
ZEC,36.8500000,36.7000000,0.407%
BSV,33.9800000,33.8950000,0.250%
INJ,6.6350000,6.5855000,0.748%
CRV,0.9288000,0.9269000,0.204%
CHZ,0.1214030,0.1204800,0.763%
SAND,0.5883000,0.5846000,0.630%
AXS,7.8400000,7.8120000,0.357%
XTZ,1.0073000,1.0055000,0.178%
EGLD,38.9100000,38.8120000,0.252%
WOO,0.2636600,0.2617600,0.723%
