Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4881400,0.155%
LRC,0.3403000,0.3379600,0.690%
ZEC,36.7500000,36.5600000,0.518%
BSV,39.1400000,33.7950000,14.65%
INJ,6.5840000,6.5386000,0.691%
CRV,0.9260000,0.9234000,0.281%
CHZ,0.1215040,0.1200600,1.195%
SAND,0.5869000,0.5828000,0.701%
AXS,7.8400000,7.7810000,0.755%
XTZ,1.0042000,1.0026000,0.159%
EGLD,38.7600000,38.6490000,0.286%
WOO,0.2596800,0.2574600,0.858%
