Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4890000,0.4881800,0.167%
LRC,0.3403000,0.3381700,0.627%
ZEC,36.7600000,36.5600000,0.545%
BSV,33.8800000,33.7960000,0.248%
INJ,6.5860000,6.5445000,0.632%
CRV,0.9258000,0.9245000,0.140%
CHZ,0.1215040,0.1201000,1.162%
SAND,0.5869000,0.5832000,0.632%
AXS,7.8400000,7.7870000,0.678%
XTZ,1.0042000,1.0025000,0.169%
EGLD,38.7500000,38.6840000,0.170%
WOO,0.2596800,0.2583400,0.517%
