Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4878500,0.214%
LRC,0.3410000,0.3385400,0.724%
ZEC,36.8600000,36.6100000,0.680%
BSV,33.9200000,33.8310000,0.262%
INJ,6.6020000,6.5565000,0.691%
CRV,0.9256000,0.9239000,0.183%
CHZ,0.1213040,0.1201500,0.955%
SAND,0.5878000,0.5836000,0.717%
AXS,7.8400000,7.7930000,0.601%
XTZ,1.0044000,1.0023000,0.209%
EGLD,38.8100000,38.7460000,0.165%
WOO,0.2606900,0.2580300,1.025%
