Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4887900,0.022%
LRC,0.3403000,0.3389200,0.406%
ZEC,36.7800000,36.6600000,0.326%
BSV,39.1400000,33.8360000,14.53%
INJ,6.6140000,6.5660000,0.728%
CRV,0.9264000,0.9246000,0.194%
CHZ,0.1213040,0.1202800,0.847%
SAND,0.5882000,0.5844000,0.648%
AXS,7.8400000,7.8030000,0.473%
XTZ,1.0052000,1.0020000,0.318%
EGLD,38.8500000,38.7410000,0.280%
WOO,0.2606900,0.2586100,0.801%
