Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4896000,0.061%
LRC,0.3415000,0.3392300,0.666%
ZEC,36.7700000,36.7000000,0.190%
BSV,39.1700000,33.8640000,14.53%
INJ,6.6000000,6.5514000,0.739%
CRV,0.9287000,0.9275000,0.129%
CHZ,0.1213040,0.1204400,0.714%
SAND,0.5887000,0.5853000,0.579%
AXS,7.8700000,7.8090000,0.778%
XTZ,1.0062000,1.0043000,0.189%
EGLD,38.8100000,38.7420000,0.175%
WOO,0.2597800,0.2582700,0.582%
