Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4879800,0.188%
LRC,0.3406000,0.3380300,0.757%
ZEC,36.7600000,36.6000000,0.436%
BSV,39.1300000,33.7850000,14.66%
INJ,6.5870000,6.5359000,0.778%
CRV,0.9259000,0.9235000,0.259%
CHZ,0.1215040,0.1200400,1.212%
SAND,0.5872000,0.5829000,0.734%
AXS,7.8400000,7.7850000,0.703%
XTZ,1.0043000,1.0020000,0.229%
EGLD,38.7500000,38.6920000,0.149%
WOO,0.2596800,0.2573800,0.889%
