Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4898000,0.4892100,0.120%
LRC,0.3421000,0.3395800,0.739%
ZEC,36.9600000,36.7500000,0.569%
BSV,39.1200000,33.9210000,14.23%
INJ,6.6190000,6.5735000,0.689%
CRV,0.9298000,0.9273000,0.269%
CHZ,0.1216040,0.1205600,0.862%
SAND,0.5889000,0.5850000,0.664%
AXS,7.8500000,7.8110000,0.498%
XTZ,1.0082000,1.0056000,0.258%
EGLD,38.9200000,38.8340000,0.221%
WOO,0.2651700,0.2624500,1.031%
