Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4891900,0.145%
LRC,0.3406000,0.3387100,0.556%
ZEC,36.7500000,36.6300000,0.327%
BSV,39.1600000,33.8360000,14.58%
INJ,6.5960000,6.5523000,0.664%
CRV,0.9268000,0.9247000,0.226%
CHZ,0.1213040,0.1202800,0.847%
SAND,0.5872000,0.5837000,0.597%
AXS,7.8400000,7.8030000,0.473%
XTZ,1.0059000,1.0018000,0.408%
EGLD,38.8200000,38.7160000,0.268%
WOO,0.2605900,0.2583800,0.851%
