Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4890000,0.4885200,0.098%
LRC,0.3403000,0.3384200,0.553%
ZEC,36.7600000,36.5800000,0.490%
BSV,33.9100000,33.8190000,0.268%
INJ,6.5960000,6.5506000,0.690%
CRV,0.9265000,0.9245000,0.216%
CHZ,0.1215040,0.1202100,1.070%
SAND,0.5870000,0.5837000,0.563%
AXS,7.8400000,7.7950000,0.575%
XTZ,1.0051000,1.0019000,0.318%
EGLD,38.7500000,38.7010000,0.126%
WOO,0.2596800,0.2582700,0.544%
