Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4883400,0.114%
LRC,0.3405000,0.3381700,0.686%
ZEC,36.7500000,36.6000000,0.408%
BSV,39.1800000,33.8100000,14.71%
INJ,6.5660000,6.5284000,0.574%
CRV,0.9268000,0.9247000,0.226%
CHZ,0.1211030,0.1201100,0.823%
SAND,0.5874000,0.5840000,0.580%
AXS,7.8700000,7.7950000,0.957%
XTZ,1.0051000,1.0037000,0.139%
EGLD,38.7500000,38.6710000,0.204%
WOO,0.2589300,0.2567500,0.845%
