Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4898000,0.4894600,0.069%
LRC,0.3419000,0.3397800,0.621%
ZEC,36.8400000,36.7300000,0.299%
BSV,39.1400000,33.9250000,14.27%
INJ,6.6270000,6.5844000,0.644%
CRV,0.9299000,0.9272000,0.290%
CHZ,0.1215050,0.1205400,0.797%
SAND,0.5881000,0.5848000,0.562%
AXS,7.8400000,7.8160000,0.306%
XTZ,1.0082000,1.0055000,0.268%
EGLD,38.8800000,38.8300000,0.128%
WOO,0.2635100,0.2623000,0.460%
