Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4891000,0.4885500,0.112%
LRC,0.3398000,0.3376800,0.625%
ZEC,36.7600000,36.6000000,0.436%
BSV,39.1800000,33.8110000,14.71%
INJ,6.5630000,6.5215000,0.634%
CRV,0.9268000,0.9254000,0.151%
CHZ,0.1213040,0.1201300,0.972%
SAND,0.5874000,0.5836000,0.649%
AXS,7.8700000,7.7890000,1.034%
XTZ,1.0052000,1.0030000,0.219%
EGLD,38.7400000,38.6630000,0.198%
WOO,0.2589300,0.2568800,0.794%
