Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4882300,0.137%
LRC,0.3403000,0.3382100,0.616%
ZEC,36.7400000,36.5900000,0.409%
BSV,39.1700000,33.8180000,14.66%
INJ,6.5700000,6.5275000,0.648%
CRV,0.9278000,0.9261000,0.183%
CHZ,0.1211030,0.1202000,0.748%
SAND,0.5874000,0.5838000,0.614%
AXS,7.8700000,7.7920000,0.996%
XTZ,1.0052000,1.0027000,0.249%
EGLD,38.7200000,38.6590000,0.157%
WOO,0.2589300,0.2571300,0.697%
