Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4898000,0.4893000,0.102%
LRC,0.3417000,0.3394700,0.654%
ZEC,36.8900000,36.7200000,0.461%
BSV,34.0000000,33.9200000,0.235%
INJ,6.6180000,6.5691000,0.741%
CRV,0.9288000,0.9263000,0.269%
CHZ,0.1215040,0.1205300,0.804%
SAND,0.5886000,0.5848000,0.647%
AXS,7.8500000,7.8090000,0.523%
XTZ,1.0071000,1.0055000,0.158%
EGLD,38.9000000,38.8210000,0.203%
WOO,0.2644100,0.2617800,0.999%
