Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4890000,0.4879300,0.219%
LRC,0.3403000,0.3381200,0.642%
ZEC,36.7500000,36.5800000,0.463%
BSV,33.9000000,33.8090000,0.268%
INJ,6.5780000,6.5363000,0.635%
CRV,0.9265000,0.9247000,0.194%
CHZ,0.1215040,0.1201000,1.162%
SAND,0.5868000,0.5831000,0.632%
AXS,7.8500000,7.7900000,0.767%
XTZ,1.0043000,1.0030000,0.129%
EGLD,38.7800000,38.7140000,0.170%
WOO,0.2596800,0.2580300,0.637%
