Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4900000,0.4886400,0.277%
LRC,0.3409000,0.3385100,0.703%
ZEC,36.7500000,36.5900000,0.436%
BSV,33.9200000,33.8110000,0.321%
INJ,6.5850000,6.5390000,0.701%
CRV,0.9258000,0.9236000,0.237%
CHZ,0.1213040,0.1200400,1.047%
SAND,0.5872000,0.5829000,0.734%
AXS,7.8700000,7.7850000,1.085%
XTZ,1.0052000,1.0030000,0.219%
EGLD,38.7500000,38.6980000,0.134%
WOO,0.2597800,0.2574500,0.900%
