Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4885700,0.067%
LRC,0.3408000,0.3386500,0.632%
ZEC,36.7600000,36.6200000,0.381%
BSV,39.1200000,33.8500000,14.44%
INJ,6.6010000,6.5625000,0.584%
CRV,0.9265000,0.9246000,0.205%
CHZ,0.1213040,0.1201900,0.922%
SAND,0.5876000,0.5838000,0.648%
AXS,7.8400000,7.7900000,0.639%
XTZ,1.0043000,1.0013000,0.299%
EGLD,38.8000000,38.7540000,0.118%
WOO,0.2598300,0.2578700,0.757%
