Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4898000,0.4891900,0.124%
LRC,0.3417000,0.3392900,0.707%
ZEC,36.9000000,36.7200000,0.488%
BSV,39.1300000,33.9200000,14.26%
INJ,6.6180000,6.5682000,0.755%
CRV,0.9288000,0.9264000,0.258%
CHZ,0.1215040,0.1204800,0.846%
SAND,0.5888000,0.5846000,0.715%
AXS,7.8500000,7.8080000,0.536%
XTZ,1.0071000,1.0055000,0.158%
EGLD,38.9000000,38.8090000,0.234%
WOO,0.2644100,0.2619500,0.934%
