Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4891600,0.151%
LRC,0.3408000,0.3382900,0.739%
ZEC,36.8500000,36.6600000,0.516%
BSV,33.9600000,33.8700000,0.265%
INJ,6.5850000,6.5377000,0.720%
CRV,0.9288000,0.9261000,0.291%
CHZ,0.1214040,0.1203000,0.913%
SAND,0.5888000,0.5843000,0.767%
AXS,7.8700000,7.8060000,0.816%
XTZ,1.0082000,1.0052000,0.298%
EGLD,38.7900000,38.7280000,0.159%
WOO,0.2605400,0.2582100,0.898%
