Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4898000,0.4896700,0.026%
LRC,0.3422000,0.3399000,0.674%
ZEC,36.9600000,36.7500000,0.569%
BSV,34.0200000,33.9340000,0.253%
INJ,6.6300000,6.5900000,0.605%
CRV,0.9298000,0.9282000,0.172%
CHZ,0.1214030,0.1206600,0.613%
SAND,0.5882000,0.5850000,0.545%
AXS,7.8400000,7.8240000,0.204%
XTZ,1.0083000,1.0056000,0.268%
EGLD,38.9000000,38.8180000,0.211%
WOO,0.2642600,0.2634500,0.306%
