Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4890000,0.4883300,0.137%
LRC,0.3403000,0.3383700,0.568%
ZEC,36.7600000,36.5800000,0.490%
BSV,33.8800000,33.8150000,0.192%
INJ,6.5940000,6.5495000,0.677%
CRV,0.9265000,0.9245000,0.216%
CHZ,0.1215040,0.1201100,1.153%
SAND,0.5869000,0.5834000,0.598%
AXS,7.8400000,7.7920000,0.614%
XTZ,1.0043000,1.0017000,0.259%
EGLD,38.7500000,38.7130000,0.095%
WOO,0.2596800,0.2582500,0.552%
