Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4886400,0.053%
LRC,0.3398000,0.3382000,0.471%
ZEC,36.7600000,36.6100000,0.408%
BSV,33.9100000,33.8210000,0.262%
INJ,6.5670000,6.5262000,0.623%
CRV,0.9278000,0.9260000,0.194%
CHZ,0.1211030,0.1201600,0.781%
SAND,0.5874000,0.5839000,0.597%
AXS,7.8700000,7.7920000,0.996%
XTZ,1.0052000,1.0030000,0.219%
EGLD,38.7400000,38.6730000,0.173%
WOO,0.2589300,0.2568800,0.794%
