Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4890000,0.4881900,0.165%
LRC,0.3403000,0.3381900,0.621%
ZEC,36.7500000,36.6000000,0.408%
BSV,39.1400000,33.8170000,14.59%
INJ,6.5930000,6.5480000,0.684%
CRV,0.9265000,0.9252000,0.140%
CHZ,0.1215040,0.1202000,1.079%
SAND,0.5871000,0.5837000,0.580%
AXS,7.8500000,7.7930000,0.728%
XTZ,1.0051000,1.0030000,0.209%
EGLD,38.7800000,38.7090000,0.183%
WOO,0.2596800,0.2583600,0.509%
