Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4895000,0.4886500,0.173%
LRC,0.3417000,0.3390300,0.784%
ZEC,36.8700000,36.6800000,0.516%
BSV,39.1400000,33.8730000,14.42%
INJ,6.6040000,6.5633000,0.618%
CRV,0.9279000,0.9257000,0.237%
CHZ,0.1215040,0.1204600,0.862%
SAND,0.5886000,0.5842000,0.750%
AXS,7.8500000,7.8040000,0.587%
XTZ,1.0071000,1.0037000,0.338%
EGLD,38.8900000,38.8130000,0.198%
WOO,0.2636200,0.2615100,0.803%
