Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4888000,0.4885300,0.055%
LRC,0.3412000,0.3392100,0.584%
ZEC,36.8500000,36.6700000,0.489%
BSV,33.9600000,33.8730000,0.256%
INJ,6.6240000,6.5811000,0.649%
CRV,0.9278000,0.9256000,0.237%
CHZ,0.1213030,0.1203800,0.763%
SAND,0.5874000,0.5839000,0.597%
AXS,7.8400000,7.8010000,0.498%
XTZ,1.0062000,1.0043000,0.189%
EGLD,38.8500000,38.7870000,0.162%
WOO,0.2651700,0.2629900,0.825%
