Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4898000,0.4890300,0.157%
LRC,0.3419000,0.3396100,0.672%
ZEC,36.8500000,36.7200000,0.353%
BSV,39.1400000,33.9070000,14.32%
INJ,6.6200000,6.5756000,0.672%
CRV,0.9288000,0.9268000,0.215%
CHZ,0.1214030,0.1204800,0.763%
SAND,0.5882000,0.5843000,0.665%
AXS,7.8400000,7.8140000,0.332%
XTZ,1.0072000,1.0055000,0.168%
EGLD,38.8900000,38.8100000,0.205%
WOO,0.2635200,0.2617500,0.673%
