Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4892900,0.124%
LRC,0.3406000,0.3389200,0.494%
ZEC,36.7600000,36.6300000,0.354%
BSV,33.9400000,33.8510000,0.262%
INJ,6.5950000,6.5552000,0.605%
CRV,0.9279000,0.9256000,0.248%
CHZ,0.1213040,0.1203100,0.822%
SAND,0.5877000,0.5841000,0.614%
AXS,7.8400000,7.8070000,0.421%
XTZ,1.0059000,1.0018000,0.408%
EGLD,38.8300000,38.7230000,0.275%
WOO,0.2605900,0.2584600,0.820%
