Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4894000,0.4885600,0.171%
LRC,0.3408000,0.3380000,0.824%
ZEC,36.7500000,36.5500000,0.545%
BSV,39.1700000,33.8080000,14.69%
INJ,6.5760000,6.5330000,0.656%
CRV,0.9258000,0.9235000,0.248%
CHZ,0.1213040,0.1200500,1.039%
SAND,0.5870000,0.5828000,0.718%
AXS,7.8500000,7.7850000,0.831%
XTZ,1.0052000,1.0030000,0.219%
EGLD,38.7700000,38.6600000,0.284%
WOO,0.2597800,0.2572300,0.986%
