Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4890500,0.173%
LRC,0.3412000,0.3396100,0.467%
ZEC,36.8500000,36.7000000,0.407%
BSV,33.9700000,33.8870000,0.244%
INJ,6.6280000,6.5822000,0.693%
CRV,0.9278000,0.9268000,0.107%
CHZ,0.1214030,0.1204300,0.804%
SAND,0.5884000,0.5847000,0.630%
AXS,7.8400000,7.8080000,0.408%
XTZ,1.0073000,1.0053000,0.198%
EGLD,38.9100000,38.8160000,0.241%
WOO,0.2636600,0.2616400,0.769%
