Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4888500,0.010%
LRC,0.3403000,0.3390400,0.370%
ZEC,36.7800000,36.6800000,0.272%
BSV,33.9400000,33.8470000,0.274%
INJ,6.6090000,6.5703000,0.587%
CRV,0.9265000,0.9246000,0.205%
CHZ,0.1213040,0.1204000,0.748%
SAND,0.5882000,0.5847000,0.596%
AXS,7.8400000,7.8070000,0.421%
XTZ,1.0052000,1.0020000,0.318%
EGLD,38.8500000,38.7610000,0.229%
WOO,0.2606900,0.2588200,0.719%
