Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4881000,0.163%
LRC,0.3405000,0.3381600,0.689%
ZEC,36.7500000,36.5900000,0.436%
BSV,39.1600000,33.8020000,14.68%
INJ,6.5680000,6.5259000,0.643%
CRV,0.9268000,0.9246000,0.237%
CHZ,0.1211030,0.1200800,0.848%
SAND,0.5874000,0.5836000,0.649%
AXS,7.8700000,7.7910000,1.008%
XTZ,1.0054000,1.0037000,0.169%
EGLD,38.7200000,38.6660000,0.139%
WOO,0.2589300,0.2565900,0.907%
