Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4898000,0.4890300,0.157%
LRC,0.3421000,0.3395000,0.762%
ZEC,36.9000000,36.7100000,0.516%
BSV,34.0000000,33.9200000,0.235%
INJ,6.6170000,6.5697000,0.717%
CRV,0.9288000,0.9264000,0.258%
CHZ,0.1215050,0.1204800,0.847%
SAND,0.5889000,0.5847000,0.715%
AXS,7.8500000,7.8080000,0.536%
XTZ,1.0082000,1.0055000,0.268%
EGLD,38.9000000,38.7970000,0.265%
WOO,0.2644100,0.2622100,0.835%
