Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4900000,0.4892300,0.157%
LRC,0.3409000,0.3383500,0.750%
ZEC,36.7600000,36.6000000,0.436%
BSV,33.9100000,33.8220000,0.259%
INJ,6.5890000,6.5435000,0.692%
CRV,0.9258000,0.9243000,0.162%
CHZ,0.1213040,0.1201400,0.964%
SAND,0.5873000,0.5832000,0.700%
AXS,7.8700000,7.7910000,1.008%
XTZ,1.0051000,1.0030000,0.209%
EGLD,38.8000000,38.7220000,0.201%
WOO,0.2597800,0.2574700,0.893%
