Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4892500,0.132%
LRC,0.3413000,0.3387300,0.755%
ZEC,36.7700000,36.6700000,0.272%
BSV,33.9500000,33.8610000,0.262%
INJ,6.5890000,6.5477000,0.628%
CRV,0.9287000,0.9262000,0.269%
CHZ,0.1213040,0.1203400,0.797%
SAND,0.5886000,0.5846000,0.681%
AXS,7.8700000,7.8070000,0.803%
XTZ,1.0062000,1.0037000,0.248%
EGLD,38.8100000,38.7150000,0.245%
WOO,0.2597800,0.2579000,0.726%
