Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4889700,0.190%
LRC,0.3408000,0.3384900,0.680%
ZEC,36.7600000,36.6000000,0.436%
BSV,39.1600000,33.8370000,14.58%
INJ,6.5920000,6.5469000,0.686%
CRV,0.9258000,0.9235000,0.248%
CHZ,0.1213040,0.1202200,0.897%
SAND,0.5872000,0.5838000,0.580%
AXS,7.8400000,7.7990000,0.524%
XTZ,1.0051000,1.0034000,0.169%
EGLD,38.7700000,38.7170000,0.136%
WOO,0.2597800,0.2581700,0.621%
