Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4883000,0.122%
LRC,0.3405000,0.3381700,0.686%
ZEC,36.7500000,36.5900000,0.436%
BSV,33.8900000,33.7860000,0.307%
INJ,6.5670000,6.5255000,0.633%
CRV,0.9268000,0.9253000,0.161%
CHZ,0.1211030,0.1200700,0.856%
SAND,0.5874000,0.5835000,0.666%
AXS,7.8700000,7.7920000,0.996%
XTZ,1.0041000,1.0027000,0.139%
EGLD,38.7200000,38.6690000,0.131%
WOO,0.2589300,0.2565400,0.927%
