Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4895400,0.073%
LRC,0.3413000,0.3390600,0.658%
ZEC,36.7500000,36.6400000,0.299%
BSV,33.9500000,33.8650000,0.250%
INJ,6.6010000,6.5505000,0.767%
CRV,0.9278000,0.9263000,0.161%
CHZ,0.1213040,0.1204100,0.739%
SAND,0.5885000,0.5847000,0.647%
AXS,7.8700000,7.8070000,0.803%
XTZ,1.0062000,1.0041000,0.208%
EGLD,38.7700000,38.7290000,0.105%
WOO,0.2589300,0.2575700,0.526%
