Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4882000,0.4877300,0.096%
LRC,0.3403000,0.3381800,0.624%
ZEC,36.7500000,36.5800000,0.463%
BSV,33.8800000,33.7990000,0.239%
INJ,6.5810000,6.5375000,0.663%
CRV,0.9265000,0.9246000,0.205%
CHZ,0.1215040,0.1201200,1.145%
SAND,0.5871000,0.5832000,0.666%
AXS,7.8400000,7.7890000,0.652%
XTZ,1.0042000,1.0026000,0.159%
EGLD,38.7800000,38.7180000,0.160%
WOO,0.2596800,0.2579900,0.652%
