Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4886600,0.049%
LRC,0.3408000,0.3387300,0.609%
ZEC,36.7600000,36.6300000,0.354%
BSV,33.9400000,33.8460000,0.277%
INJ,6.6060000,6.5635000,0.645%
CRV,0.9265000,0.9251000,0.151%
CHZ,0.1213040,0.1202100,0.905%
SAND,0.5876000,0.5838000,0.648%
AXS,7.8400000,7.7920000,0.614%
XTZ,1.0043000,1.0016000,0.269%
EGLD,38.8000000,38.7570000,0.110%
WOO,0.2598300,0.2579600,0.722%
