Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4879900,0.186%
LRC,0.3405000,0.3385000,0.589%
ZEC,36.7700000,36.6100000,0.436%
BSV,39.1200000,33.8150000,14.54%
INJ,6.5940000,6.5565000,0.570%
CRV,0.9257000,0.9236000,0.227%
CHZ,0.1213040,0.1201900,0.922%
SAND,0.5877000,0.5833000,0.751%
AXS,7.8400000,7.7900000,0.639%
XTZ,1.0043000,1.0023000,0.199%
EGLD,38.7800000,38.7140000,0.170%
WOO,0.2598300,0.2578900,0.749%
