Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4881900,0.145%
LRC,0.3411000,0.3385500,0.750%
ZEC,36.7600000,36.6200000,0.381%
BSV,33.9400000,33.8560000,0.247%
INJ,6.6040000,6.5532000,0.772%
CRV,0.9261000,0.9238000,0.248%
CHZ,0.1213040,0.1202200,0.897%
SAND,0.5873000,0.5834000,0.666%
AXS,7.8400000,7.7890000,0.652%
XTZ,1.0041000,1.0017000,0.239%
EGLD,38.8200000,38.7530000,0.172%
WOO,0.2625000,0.2608300,0.638%
