Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4894000,0.4883400,0.216%
LRC,0.3403000,0.3378900,0.710%
ZEC,36.7900000,36.6100000,0.490%
BSV,39.1700000,33.8480000,14.57%
INJ,6.5740000,6.5288000,0.689%
CRV,0.9276000,0.9253000,0.248%
CHZ,0.1214040,0.1201300,1.054%
SAND,0.5883000,0.5838000,0.767%
AXS,7.8700000,7.7900000,1.021%
XTZ,1.0072000,1.0051000,0.208%
EGLD,38.7600000,38.6900000,0.180%
WOO,0.2597900,0.2575000,0.885%
