Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4883500,0.112%
LRC,0.3409000,0.3385500,0.691%
ZEC,36.7600000,36.6300000,0.354%
BSV,33.9100000,33.8510000,0.174%
INJ,6.6040000,6.5595000,0.676%
CRV,0.9258000,0.9246000,0.129%
CHZ,0.1212030,0.1202900,0.756%
SAND,0.5871000,0.5835000,0.615%
AXS,7.8400000,7.7890000,0.652%
XTZ,1.0043000,1.0018000,0.249%
EGLD,38.8300000,38.7500000,0.206%
WOO,0.2625000,0.2602300,0.868%
