Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4884000,0.4877000,0.143%
LRC,0.3403000,0.3381300,0.639%
ZEC,36.7500000,36.5800000,0.463%
BSV,39.1400000,33.7950000,14.65%
INJ,6.5780000,6.5357000,0.645%
CRV,0.9265000,0.9245000,0.216%
CHZ,0.1215040,0.1200800,1.178%
SAND,0.5871000,0.5830000,0.700%
AXS,7.8400000,7.7890000,0.652%
XTZ,1.0042000,1.0030000,0.119%
EGLD,38.7800000,38.7070000,0.188%
WOO,0.2596800,0.2579300,0.676%
