Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4883600,0.110%
LRC,0.3404000,0.3385700,0.539%
ZEC,36.7700000,36.6200000,0.408%
BSV,33.9400000,33.8490000,0.268%
INJ,6.6070000,6.5622000,0.680%
CRV,0.9269000,0.9246000,0.248%
CHZ,0.1213040,0.1201400,0.964%
SAND,0.5876000,0.5838000,0.648%
AXS,7.8400000,7.7930000,0.601%
XTZ,1.0043000,1.0025000,0.179%
EGLD,38.7900000,38.7350000,0.141%
WOO,0.2598300,0.2579200,0.737%
