Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4886600,0.049%
LRC,0.3408000,0.3387700,0.597%
ZEC,36.7600000,36.6300000,0.354%
BSV,33.9400000,33.8510000,0.262%
INJ,6.6060000,6.5625000,0.660%
CRV,0.9265000,0.9251000,0.151%
CHZ,0.1213040,0.1202100,0.905%
SAND,0.5874000,0.5838000,0.614%
AXS,7.8400000,7.7920000,0.614%
XTZ,1.0043000,1.0016000,0.269%
EGLD,38.8000000,38.7250000,0.193%
WOO,0.2598300,0.2581100,0.664%
