Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4880000,0.4875900,0.084%
LRC,0.3403000,0.3381300,0.639%
ZEC,36.7500000,36.5800000,0.463%
BSV,39.1400000,33.8020000,14.63%
INJ,6.5840000,6.5388000,0.688%
CRV,0.9262000,0.9239000,0.248%
CHZ,0.1215040,0.1201100,1.153%
SAND,0.5871000,0.5833000,0.649%
AXS,7.8400000,7.7890000,0.652%
XTZ,1.0042000,1.0019000,0.229%
EGLD,38.7600000,38.6970000,0.162%
WOO,0.2596800,0.2580200,0.641%
