Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4888400,0.012%
LRC,0.3411000,0.3389900,0.620%
ZEC,36.7600000,36.6300000,0.354%
BSV,33.9300000,33.8680000,0.182%
INJ,6.5920000,6.5514000,0.617%
CRV,0.9268000,0.9246000,0.237%
CHZ,0.1213040,0.1202800,0.847%
SAND,0.5873000,0.5839000,0.580%
AXS,7.8400000,7.7920000,0.614%
XTZ,1.0041000,1.0018000,0.229%
EGLD,38.8200000,38.7580000,0.159%
WOO,0.2615500,0.2604800,0.409%
