Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4883000,0.122%
LRC,0.3403000,0.3382500,0.604%
ZEC,36.7500000,36.6000000,0.408%
BSV,39.1200000,33.8140000,14.55%
INJ,6.5940000,6.5550000,0.593%
CRV,0.9257000,0.9245000,0.129%
CHZ,0.1213040,0.1202600,0.864%
SAND,0.5871000,0.5836000,0.597%
AXS,7.8400000,7.7940000,0.588%
XTZ,1.0042000,1.0019000,0.229%
EGLD,38.7700000,38.7210000,0.126%
WOO,0.2596800,0.2582500,0.552%
