Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4898000,0.4893600,0.089%
LRC,0.3418000,0.3396300,0.636%
ZEC,36.8500000,36.7100000,0.380%
BSV,39.1400000,33.9010000,14.34%
INJ,6.6280000,6.5868000,0.623%
CRV,0.9288000,0.9274000,0.150%
CHZ,0.1214030,0.1204500,0.788%
SAND,0.5883000,0.5845000,0.648%
AXS,7.8400000,7.8120000,0.357%
XTZ,1.0073000,1.0055000,0.178%
EGLD,38.9100000,38.8170000,0.239%
WOO,0.2643100,0.2619800,0.885%
